"Salary.Frequency","Salary.Range.From","Salary.Range.To","Posting.Type","Level","X..Of.Positions","Civil.Service.Title","Agency"
"Annual",62260,92704,"Internal","00",1,"ASSOCIATE STAFF ANALYST","DEPT OF INFO TECH & TELECOMM"
"Annual",90000,105000,"External","M2",2,"ADMINISTRATIVE ENGINEER","OFFICE OF THE COMPTROLLER"
"Annual",90000,105000,"Internal","M2",2,"ADMINISTRATIVE ENGINEER","OFFICE OF THE COMPTROLLER"
"Annual",46163,65635,"External","00",6,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",72805,101148,"Internal","02",1,"MECHANICAL ENGINEER","ADMIN FOR CHILDREN'S SVCS"
"Annual",72805,101148,"External","02",1,"MECHANICAL ENGINEER","ADMIN FOR CHILDREN'S SVCS"
"Annual",46466,56270,"Internal","00",10,"CIVIL ENGINEERING INTERN","DEPARTMENT OF TRANSPORTATION"
"Annual",46466,56270,"External","00",10,"CIVIL ENGINEERING INTERN","DEPARTMENT OF TRANSPORTATION"
"Annual",53051,110000,"Internal","M1",1,"ADMINISTRATIVE CITY PLANNER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",46163,65635,"Internal","00",6,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"External","M1",1,"ADMINISTRATIVE CONSULTANT (EAR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"Internal","M1",1,"ADMINISTRATIVE CONSULTANT (EAR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"Internal","M1",3,"ADMINISTRATIVE PUBLIC HEALTH S","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,110000,"External","M1",1,"ADMINISTRATIVE CITY PLANNER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",46782,68003,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF ENVIRONMENT PROTECTION"
"Annual",46782,68003,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF ENVIRONMENT PROTECTION"
"Annual",48895,56229,"Internal","00",1,"COMMUNITY COORDINATOR","DISTRICT ATTORNEY KINGS COUNTY"
"Annual",53051,145991,"External","M1",3,"ADMINISTRATIVE PUBLIC HEALTH S","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",41199,47379,"Internal","01",3,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",41199,47379,"External","01",3,"PUBLIC HEALTH SANITARIAN","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",41250,57295,"Internal","02",2,"WATER USE INSPECTOR","DEPT OF ENVIRONMENT PROTECTION"
"Annual",41250,57295,"External","02",2,"WATER USE INSPECTOR","DEPT OF ENVIRONMENT PROTECTION"
"Annual",46466,56270,"Internal","00",1,"CIVIL ENGINEERING INTERN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",46466,56270,"External","00",1,"CIVIL ENGINEERING INTERN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",89383,123773,"Internal","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",89383,123773,"External","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",89383,123773,"Internal","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",89383,123773,"External","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",74066,92308,"Internal","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",74066,92308,"External","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",65107,173663,"Internal","M3",1,"ADMINISTRATIVE ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",65107,173663,"External","M3",1,"ADMINISTRATIVE ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",40000,57655,"Internal","00",1,"COMMUNITY ASSOCIATE","TAXI & LIMOUSINE COMMISSION"
"Annual",40000,57655,"External","00",1,"COMMUNITY ASSOCIATE","TAXI & LIMOUSINE COMMISSION"
"Annual",45273,51158,"External","01",2,"EVIDENCE AND PROPERTY CONTROL","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48900,69042,"Internal","00",1,"SUPERVISING PUBLIC HEALTH ADVI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48900,69042,"External","00",1,"SUPERVISING PUBLIC HEALTH ADVI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,110000,"Internal","M1",1,"ADMINISTRATIVE BUSINESS PROMOT","DEPT OF INFO TECH & TELECOMM"
"Annual",73144,120000,"External","M4",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF FINANCE"
"Annual",73144,120000,"Internal","M4",1,"ADMINISTRATIVE STAFF ANALYST (","DEPARTMENT OF FINANCE"
"Annual",49796,49796,"External","01",1,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,156793,"Internal","M2",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",58675,156793,"External","M2",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",65107,173663,"Internal","M3",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",65107,173663,"External","M3",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",53051,90000,"External","M1",4,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",49796,49796,"Internal","01",1,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,95000,"Internal","M2",6,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",58675,95000,"External","M2",6,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",48895,60000,"Internal","00",2,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48895,60000,"External","00",2,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46163,65635,"Internal","00",3,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",58675,156793,"Internal","M2",2,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",58675,156793,"External","M2",2,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",53051,145991,"Internal","M1",1,"AGENCY MEDICAL DIRECTOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",34644,45000,"Internal","00",2,"COMMUNITY ASSOCIATE","DISTRICT ATTORNEY KINGS COUNTY"
"Annual",53051,145991,"External","M1",1,"AGENCY MEDICAL DIRECTOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46163,65635,"External","00",3,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,90000,"External","M1",1,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",53051,90000,"Internal","M1",1,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",53051,90000,"Internal","M1",4,"ADMINISTRATIVE DIRECTOR OF SOC","ADMIN FOR CHILDREN'S SVCS"
"Annual",46466,56000,"External","00",2,"CIVIL ENGINEERING INTERN","DEPT OF PARKS & RECREATION"
"Annual",46466,56000,"Internal","00",2,"CIVIL ENGINEERING INTERN","DEPT OF PARKS & RECREATION"
"Annual",46466,56000,"Internal","00",2,"CIVIL ENGINEERING INTERN","DEPT OF PARKS & RECREATION"
"Annual",74066,85176,"Internal","01",1,"COMPUTER SPECIALIST (SOFTWARE)","HRA/DEPT OF SOCIAL SERVICES"
"Annual",76340,100322,"Internal","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",34644,50000,"Internal","00",1,"COMMUNITY ASSOCIATE","HOUSING PRESERVATION & DVLPMNT"
"Annual",34644,50000,"External","00",1,"COMMUNITY ASSOCIATE","HOUSING PRESERVATION & DVLPMNT"
"Annual",46163,65635,"External","00",8,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",44945,72628,"Internal","02",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46163,65635,"Internal","00",8,"SOCIAL WORKER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",42489,48862,"External","02",3,"PUBLIC HEALTH ADVISER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,100322,"External","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48535,132061,"External","00",4,"ADMIN ARCHITECT (NON MGRL) M-1","DEPT OF DESIGN & CONSTRUCTION"
"Annual",48535,132061,"Internal","00",4,"ADMIN ARCHITECT (NON MGRL) M-1","DEPT OF DESIGN & CONSTRUCTION"
"Annual",48535,134433,"Internal","00",4,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",48535,134433,"External","00",4,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",42489,48862,"Internal","02",3,"PUBLIC HEALTH ADVISER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",89383,123773,"External","04",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPARTMENT OF TRANSPORTATION"
"Annual",153131,218799,"Internal","04",7,"CITY MEDICAL SPECIALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",153131,218799,"External","04",7,"CITY MEDICAL SPECIALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",36207,53675,"Internal","03",4,"ELIGIBILITY SPECIALIST","HRA/DEPT OF SOCIAL SERVICES"
"Hourly",10,14,"Internal","01",2,"COLLEGE AIDE (ALL CITY DEPTS)","DEPARTMENT OF FINANCE"
"Hourly",10,14,"External","01",2,"COLLEGE AIDE (ALL CITY DEPTS)","DEPARTMENT OF FINANCE"
"Annual",44945,72628,"Internal","02",1,"PROCUREMENT ANALYST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",44945,72628,"External","02",1,"PROCUREMENT ANALYST","DEPT OF ENVIRONMENT PROTECTION"
"Annual",47434,64580,"Internal","01",1,"STAFF ANALYST","DEPARTMENT OF INVESTIGATION"
"Annual",47434,64580,"External","01",1,"STAFF ANALYST","DEPARTMENT OF INVESTIGATION"
"Annual",56458,72310,"External","02",1,"STAFF ANALYST","HUMAN RIGHTS COMMISSION"
"Annual",44945,72628,"External","02",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",62260,92704,"Internal","00",1,"ASSOCIATE STAFF ANALYST","DEPARTMENT OF TRANSPORTATION"
"Annual",58675,90000,"Internal","M2",2,"ADMINISTRATIVE PROJECT MANAGER","OFFICE OF THE COMPTROLLER"
"Annual",58675,90000,"External","M2",2,"ADMINISTRATIVE PROJECT MANAGER","OFFICE OF THE COMPTROLLER"
"Annual",65000,88000,"Internal","01",1,"ELECTRICAL ENGINEER","DEPT OF PARKS & RECREATION"
"Annual",81443,110413,"Internal","03",1,"ELECTRICAL ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",81443,110413,"External","03",1,"ELECTRICAL ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",62260,92704,"Internal","00",1,"ASSOCIATE STAFF ANALYST","DEPARTMENT OF TRANSPORTATION"
"Annual",65000,88000,"External","01",1,"ELECTRICAL ENGINEER","DEPT OF PARKS & RECREATION"
"Annual",62260,92704,"Internal","00",1,"ASSOCIATE STAFF ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",62260,92704,"External","00",1,"ASSOCIATE STAFF ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65107,173663,"External","M3",1,"ADMINISTRATIVE ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",65107,173663,"Internal","M3",1,"ADMINISTRATIVE ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",58617,88661,"Internal","02",1,"MANAGEMENT AUDITOR","DEPARTMENT OF TRANSPORTATION"
"Annual",65000,88000,"Internal","01",1,"ELECTRICAL ENGINEER","DEPT OF PARKS & RECREATION"
"Annual",61237,88686,"Internal","02",1,"HIGHWAY TRANSPORTATION SPECIAL","DEPARTMENT OF TRANSPORTATION"
"Annual",61237,88686,"Internal","02",1,"HIGHWAY TRANSPORTATION SPECIAL","DEPARTMENT OF TRANSPORTATION"
"Annual",58617,88661,"Internal","02",1,"MANAGEMENT AUDITOR","DEPARTMENT OF TRANSPORTATION"
"Hourly",10,14,"Internal","01",7,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",10,14,"External","01",7,"COLLEGE AIDE (ALL CITY DEPTS)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",45273,51158,"Internal","01",2,"EVIDENCE AND PROPERTY CONTROL","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",90000,110000,"External","M1",1,"COMPUTER SYSTEMS MANAGER","FINANCIAL INFO SVCS AGENCY"
"Annual",90000,110000,"Internal","M1",1,"COMPUTER SYSTEMS MANAGER","FINANCIAL INFO SVCS AGENCY"
"Annual",49492,92700,"External","00",1,"ADM MANAGER-NON-MGRL FRM M1/M2","DEPT OF INFO TECH & TELECOMM"
"Annual",49492,92700,"Internal","00",1,"ADM MANAGER-NON-MGRL FRM M1/M2","DEPT OF INFO TECH & TELECOMM"
"Annual",50623,76696,"Internal","02",1,"ECONOMIST","NYC HOUSING AUTHORITY"
"Annual",50623,76696,"External","02",1,"ECONOMIST","NYC HOUSING AUTHORITY"
"Annual",77157,99406,"External","02",1,"COMPUTER SPECIALIST (SOFTWARE)","NYC EMPLOYEES RETIREMENT SYS"
"Annual",81443,110413,"External","03",5,"ASSOCIATE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",77157,99406,"Internal","02",1,"COMPUTER SPECIALIST (SOFTWARE)","NYC EMPLOYEES RETIREMENT SYS"
"Annual",57969,70142,"Internal","01",2,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"External","01",2,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",44945,72628,"Internal","02",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46782,68003,"External","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46782,68003,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",96459,218203,"Internal","M7",1,"DEPUTY COMMISSIONER (DBS)","DEPARTMENT OF BUSINESS SERV."
"Annual",96459,218203,"External","M7",1,"DEPUTY COMMISSIONER (DBS)","DEPARTMENT OF BUSINESS SERV."
"Annual",44945,72628,"External","02",1,"PROCUREMENT ANALYST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65107,173663,"Internal","M3",1,"AGENCY DEPUTY MEDICAL DIRECTOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65107,173663,"External","M3",1,"AGENCY DEPUTY MEDICAL DIRECTOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,95000,"Internal","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47839,70058,"Internal","02",1,"SCIENTIST (WATER ECOLOGY)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",47839,70058,"External","02",1,"SCIENTIST (WATER ECOLOGY)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"Internal","M1",1,"ADMINISTRATIVE PUBLIC INFORMAT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"External","M1",1,"ADMINISTRATIVE PUBLIC INFORMAT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",76340,95000,"External","03",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48535,134433,"Internal","00",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",48535,134433,"External","00",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Hourly",71,76,"External","01",2,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",71,76,"Internal","01",2,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",70000,77000,"Internal","00",1,"ASSISTANT ARCHITECT","DEPT OF PARKS & RECREATION"
"Annual",51586,77404,"Internal","00",1,"ASSISTANT URBAN DESIGNER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",51586,77404,"External","00",1,"ASSISTANT URBAN DESIGNER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",72805,101148,"External","02",1,"CIVIL ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",72805,101148,"Internal","02",1,"CIVIL ENGINEER","DEPT OF ENVIRONMENT PROTECTION"
"Hourly",71,76,"External","01",2,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",29690,34143,"Internal","02",1,"CLERICAL ASSOCIATE","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48535,132061,"External","00",1,"ADM ENGINEER (NON MGRL)","DEPT OF DESIGN & CONSTRUCTION"
"Annual",48535,132061,"Internal","00",1,"ADM ENGINEER (NON MGRL)","DEPT OF DESIGN & CONSTRUCTION"
"Hourly",71,76,"Internal","02",2,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",71,76,"External","02",2,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",71,76,"Internal","01",2,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",71,76,"External","02",2,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",71,76,"Internal","02",2,"CITY MEDICAL SPECIALIST (PART-","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46782,68003,"Internal","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46782,68003,"External","02",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",51586,60000,"Internal","00",8,"ASSISTANT LANDSCAPE ARCHITECT","DEPT OF PARKS & RECREATION"
"Annual",51586,60000,"External","00",8,"ASSISTANT LANDSCAPE ARCHITECT","DEPT OF PARKS & RECREATION"
"Annual",51586,60000,"Internal","00",8,"ASSISTANT LANDSCAPE ARCHITECT","DEPT OF PARKS & RECREATION"
"Annual",53051,145991,"External","M1",1,"ADMINISTRATIVE PROJECT MANAGER","FIRE DEPARTMENT"
"Annual",48535,132061,"Internal","00",1,"ADMIN ARCHITECT (NON MGRL) M-1","DEPARTMENT OF SANITATION"
"Annual",49271,75146,"Internal","01",3,"ASSOCIATE PUBLIC RECORDS OFFIC","DEPT OF RECORDS & INFO SERVICE"
"Annual",49271,75146,"External","01",3,"ASSOCIATE PUBLIC RECORDS OFFIC","DEPT OF RECORDS & INFO SERVICE"
"Annual",41810,61248,"Internal","01",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",41810,61248,"External","01",1,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",75000,120000,"Internal","M1",1,"DEPUTY INSPECTOR GENERAL","DEPARTMENT OF INVESTIGATION"
"Annual",75000,120000,"External","M1",1,"DEPUTY INSPECTOR GENERAL","DEPARTMENT OF INVESTIGATION"
"Annual",75000,120000,"Internal","M1",1,"DEPUTY INSPECTOR GENERAL","DEPARTMENT OF INVESTIGATION"
"Annual",59538,84941,"External","03",1,"SCIENTIST (WATER ECOLOGY)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",59538,84941,"Internal","03",1,"SCIENTIST (WATER ECOLOGY)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",45385,61669,"Internal","01",1,"ACCOUNTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",45385,61669,"External","01",1,"ACCOUNTANT","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",65107,173663,"External","M3",1,"ADMINISTRATIVE ARCHITECT","DEPT OF DESIGN & CONSTRUCTION"
"Annual",61237,88686,"Internal","01",2,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",65107,173663,"Internal","M3",1,"ADMINISTRATIVE ARCHITECT","DEPT OF DESIGN & CONSTRUCTION"
"Annual",75000,120000,"External","M1",1,"DEPUTY INSPECTOR GENERAL","DEPARTMENT OF INVESTIGATION"
"Annual",68239,85644,"Internal","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",68239,85644,"External","02",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48211,55443,"External","00",5,"MARINE OILER(FERRY OPERATIONS)","DEPARTMENT OF TRANSPORTATION"
"Annual",65107,173663,"External","M3",1,"ADMINISTRATIVE ENGINEER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",65107,173663,"Internal","M3",1,"ADMINISTRATIVE ENGINEER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",39233,56467,"Internal","01",5,"GARDENER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",39233,56467,"External","01",5,"GARDENER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",48535,132061,"Internal","00",1,"ADMIN ARCHITECT (NON MGRL) M-1","DEPT OF DESIGN & CONSTRUCTION"
"Annual",48211,55443,"Internal","00",5,"MARINE OILER(FERRY OPERATIONS)","DEPARTMENT OF TRANSPORTATION"
"Annual",67467,98882,"Internal","02",2,"ASSOCIATE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",67467,98882,"External","02",2,"ASSOCIATE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",70000,77000,"External","00",1,"ASSISTANT ARCHITECT","DEPT OF PARKS & RECREATION"
"Annual",48535,132061,"External","00",1,"ADMIN ARCHITECT (NON MGRL) M-1","DEPT OF DESIGN & CONSTRUCTION"
"Annual",50674,70623,"Internal","04",4,"ENGINEERING TECHNICIAN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",50674,70623,"External","04",4,"ENGINEERING TECHNICIAN","DEPT OF ENVIRONMENT PROTECTION"
"Annual",42489,54142,"External","02",1,"PUBLIC HEALTH ADVISER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",42489,54142,"Internal","02",1,"PUBLIC HEALTH ADVISER","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",70000,77000,"Internal","00",1,"ASSISTANT ARCHITECT","DEPT OF PARKS & RECREATION"
"Annual",85716,85716,"Internal","04",4,"CRIMINALIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48535,132061,"Internal","00",6,"ADM CONSTRUCTION PRJ MGR-NM","DEPT OF DESIGN & CONSTRUCTION"
"Annual",48535,132061,"External","00",6,"ADM CONSTRUCTION PRJ MGR-NM","DEPT OF DESIGN & CONSTRUCTION"
"Annual",48900,69042,"Internal","00",2,"SUPERVISING PUBLIC HEALTH ADVI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48900,69042,"External","00",2,"SUPERVISING PUBLIC HEALTH ADVI","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48535,134433,"Internal","00",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",53051,145991,"Internal","M1",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",53051,145991,"External","M1",1,"ADMIN CONTRACT SPECIALIST (PYR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",38234,58469,"External","01",1,"INVESTIGATOR (EMPLOYEE DISCIPL","HOUSING PRESERVATION & DVLPMNT"
"Annual",38234,58469,"Internal","01",1,"INVESTIGATOR (EMPLOYEE DISCIPL","HOUSING PRESERVATION & DVLPMNT"
"Annual",85000,95000,"External","03",1,"COMPUTER ASSOC (OPERATIONS)","HOUSING PRESERVATION & DVLPMNT"
"Annual",48535,134433,"External","00",1,"ADMINISTRATIVE PROJECT MANAGER","DEPT OF DESIGN & CONSTRUCTION"
"Annual",67467,98882,"Internal","02",1,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",67467,98882,"External","02",1,"ASSOCIATE PROJECT MANAGER","DEPT OF ENVIRONMENT PROTECTION"
"Annual",48895,60000,"Internal","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",48895,60000,"External","00",1,"COMMUNITY COORDINATOR","HOUSING PRESERVATION & DVLPMNT"
"Annual",49492,119841,"Internal","00",1,"ADM MANAGER-NON-MGRL FRM M1/M2","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",49492,119841,"External","00",1,"ADM MANAGER-NON-MGRL FRM M1/M2","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",59538,84941,"External","03",1,"SCIENTIST (WATER ECOLOGY)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",74066,92308,"Internal","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",74066,92308,"External","01",1,"COMPUTER SPECIALIST (SOFTWARE)","DEPT OF ENVIRONMENT PROTECTION"
"Annual",57969,70142,"External","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",57969,70142,"Internal","01",1,"CITY RESEARCH SCIENTIST","DEPT OF HEALTH/MENTAL HYGIENE"
"Hourly",27,42,"Internal","00",1,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",59538,84941,"Internal","03",1,"SCIENTIST (WATER ECOLOGY)","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",79641,100000,"Internal","00",2,"COMPUTER SPECIALIST (OPERATION","HOUSING PRESERVATION & DVLPMNT"
"Annual",46782,68003,"Internal","02",2,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",46782,68003,"External","02",2,"PRINCIPAL ADMINISTRATIVE ASSOC","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",48535,132061,"External","00",1,"ADMIN ARCHITECT (NON MGRL) M-1","DEPT OF DESIGN & CONSTRUCTION"
"Hourly",27,42,"External","00",1,"COMMUNITY COORDINATOR","DEPT OF HEALTH/MENTAL HYGIENE"
"Annual",73144,135000,"Internal","M4",1,"HEALTH SERVICES MANAGER","DEPT OF HEALTH/MENTAL HYGIENE"
